form 5500 schedule C service provider name,fbi id
"VARIABLE ANNUITY LIFE INSURANCE, CO",2005704
VARIABLE ANNUITY LIFE INSURNACE CO,2005704
VARIABLE ANNUNITY LIFE INSURANCE CO,2005704
VARIABLE LIFE INSURANCE,2005704
VARIBLE ANNUITY LIFE INSURANCE CO.,2005704
VALLEY FORGE INVESTMENT CONSULTANTS,651187
VALLEY FORGE PENSION MANAGEMENT,651187
"VALLEY FORGE PENSION MANAGEMENT, IN",651187
"VALLEY FORGE PENSION MANAGMENT, INC",651187
VANTAGE BENEFITS ADMINISTRATORS INC,2033959
"VERISGIHT, INC.",2007524
VERISIGHT,2007524
"VERISIGHT GROUP, INC.",2007524
VERISIGHT TRUST COMPANY,2007524
"VERISIGHT, INC.",2007524
ING INS SERVICES INC,2006516
ING INSTITUTIONAL PLAN SERVICES,2006516
ING LIFE INSURANCE & ANNUITY CO.,2006516
ING LIFE INSURANCE & ANNUITY COMPAN,2006516
ING LIFE INSURANCE AND ANNUITY CO,2006516
ING LIFE INSURANCE AND ANNUITY CO.,2006516
ING LIFE INSURANCE AND ANNUITY COMP,2006516
VOYA,2006516
VOYA FINANCIAL,2006516
VOYA FINANCIAL ADVISORS INC.,2006516
"VOYA FINANCIAL ADVISORS, INC.",2006516
VOYA FINANCIAL SERVICES,2006516
"VOYA FINANCIAL, INC.",2006516
VOYA HOLDINGS INC,2006516
VOYA INSTITUTIONAL PLAN SERVICES,2006516
VOYA INSTITUTIONAL PLAN SERVICES LL,2006516
VOYA INSURANCE & ANNUITY CO.,2006516
VOYA INSURANCE AND ANNUITY COMPANY,2006516
VOYA LIFE INS. & ANNUITY COMPANY,2006516
VOYA LIFE INSURANCE & ANNUITY CO.,2006516
VOYA LIFE INSURANCE AND ANNUITY CO,2006516
VOYA LIFE INSURANCE AND ANNUITY CO.,2006516
VOYA RETIRE INSURANCE & ANNUITY CO,2006516
VOYA RETIREMENT & INSURANCE ANNUITY,2006516
VOYA RETIREMENT AND ANNITY COMPANY,2006516
VOYA RETIREMENT AND ANNUITY CO,2006516
VOYA RETIREMENT AND ANNUITY COMPANY,2006516
VOYA RETIREMENT AND INS AND ANNUITY,2006516
VOYA RETIREMENT INS & ANNUITY,2006516
VOYA RETIREMENT INS & ANNUITY CO,2006516
VOYA RETIREMENT INS & ANNUITY CO.,2006516
VOYA RETIREMENT INS & ANNUITY COMP,2006516
VOYA RETIREMENT INS AND ANNUITY CO,2006516
VOYA RETIREMENT INS AND ANNUITY CO.,2006516
VOYA RETIREMENT INS ANNUITY CO.,2006516
VOYA RETIREMENT INS. & ANNUITY CO.,2006516
VOYA RETIREMENT INS. AND ANN. CO.,2006516
VOYA RETIREMENT INS.AND ANNUITY,2006516
VOYA RETIREMENT INSUR & ANNUITY CO,2006516
VOYA RETIREMENT INSUR AND ANN CO.,2006516
VOYA RETIREMENT INSURANCE,2006516
VOYA RETIREMENT INSURANCE & ANNUITY,2006516
VOYA RETIREMENT INSURANCE AND ANN C,2006516
VOYA RETIREMENT INSURANCE AND ANNUI,2006516
VOYA RETIREMENT INSURANCE AND CO.,2006516
VOYA RETIREMENT INSURANCE ANNUITY C,2006516
VOYA RETIREMENT INSURANCE CO.,2006516
VOYA RETIREMENT INSURANCE COMPANY,2006516
VOYA RETIREMENTINSURANCE AND CO.,2006516
VOYA RETIRMENT INSURANCE & ANNUITY,2006516
VOYO RETIREMENT INS & ANNUITY CO.,2006516
WARREN AVERETT ASSET MANAGEMENT,2123654
WARREN AVERETT ASSET MANAGEMENT LLC,2123654
WARREN AVERETT ASSET MGMT,2123654
WARREN AVERETT BENEFIT CONSULTANTS,2123654
WATKINS ROSS,651212
WATKINS ROSS & CO,651212
WATKINS ROSS AND CO,651212
WATKINS ROSS AND COMPANY,651212
WATKINS ROSS COMPANY,651212
"WATKINS, ROSS",651212
"WATKINS, ROSS & CO.",651212
"WEB401K.COM, INC.",651215
WELL FARGO BANK N.A.,620260
"WELL FARGO BANK, N.A.",620260
"WELL FARGO, N.A.",620260
WELLS FARG0 BANK N.A.,620260
WELLS FARGI BANK N.A.,620260
WELLS FARGO,620260
WELLS FARGO ADVISORS LLC,620260
"WELLS FARGO ADVISORS, LCC",620260
"WELLS FARGO ADVISORS, LLC",620260
"WELLS FARGO BA, N.A.",620260
WELLS FARGO BANK,620260
WELLS FARGO BANK N A,620260
WELLS FARGO BANK N. A.,620260
WELLS FARGO BANK N.A,620260
WELLS FARGO BANK N.A.,620260
WELLS FARGO BANK NA,620260
"WELLS FARGO BANK NEBRASKA, NA",620260
"WELLS FARGO BANK, N,A.",620260
"WELLS FARGO BANK, N. A.",620260
"WELLS FARGO BANK, N.A",620260
"WELLS FARGO BANK, N.A.",620260
"WELLS FARGO BANK, N.A..",620260
"WELLS FARGO BANK, NA",620260
"WELLS FARGO BANK,.N.A.",620260
"WELLS FARGO BANK,N.A.",620260
WELLS FARGO BANK. N.A.,620260
WELLS FARGO CLEARING SERVICES LLC,620260
"WELLS FARGO FINANCIAL, INC.",620260
WELLS FARGO FUNDS,620260
WELLS FARGO INSTL RETIREMENT TRUST,620260
WELLS FARGO ITS,620260
WELLS FARGO N.A.,620260
WELLS FARGO WEALTH BROKERAGE,620260
"WELLS FARGO, BANK N.A.",620260
"WELLS FARGO, BANK. N.A.",620260
"WELLS FARGO, N.A.",620260
"WELLS FARGOBANK, N.A.",620260
"WELLS FRAGO BANK, NA",620260
"WESPAC PLAN SERVICE, LLC",2028895
"WESPAC PLAN SERVICES, LLC",2028895
"WESPAC PLAN SERVICES, LLC.",2028895
WILMINGTON TRUST COMPANY,651236
WILMINGTON TRUST FIDUCIARY,651236
WILMINGTON TRUST FIDUCIARY CO,651236
WILMINGTON TRUST FIDUCIARY SVCS CO,651236
WILMINGTON TRUST RETIREMENT,651236
WIPFLI LLP,2104719
"WIPFLI, LLP",2104719
WIPLI LLP,2104719
WOODTRUST BANK,633375
"WOODTRUST BANK, N.A",633375
"WOODTRUST BANK, N.A.",633375
